,RG,Sample,Chromosome,Start,End,Length.bp.,NumberofMarkers,Quality,Cummulative,Bold
78362,RG,SRR8380711_IsleRoyale,chr11,61393699,61502501,108803,843,94.1,5635504,no
80313,RG,SRR8380711_IsleRoyale,chr37,2563595,2672754,109160,639,79.4,5744664,no
78694,RG,SRR8380711_IsleRoyale,chr16,28864678,28973920,109243,850,93.8,5853907,no
80660,RG,SRR8380711_IsleRoyale,chr6,49891507,50001120,109614,586,85.2,5963521,no
79676,RG,SRR8380711_IsleRoyale,chr28,3695344,3805017,109674,533,91.5,6073195,no
79744,RG,SRR8380711_IsleRoyale,chr28,39856266,39966036,109771,1863,96.5,6182966,no
80333,RG,SRR8380711_IsleRoyale,chr37,22869028,22979038,110011,1036,96.1,6292977,no
80937,RG,SRR8380711_IsleRoyale,chr9,25100617,25210667,110051,524,89.5,6403028,no
80476,RG,SRR8380711_IsleRoyale,chr3,72331077,72441330,110254,619,90.8,6513282,no
80399,RG,SRR8380711_IsleRoyale,chr3,12915281,13025562,110282,948,95.4,6623564,no
79814,RG,SRR8380711_IsleRoyale,chr29,35751638,35861953,110316,917,95.8,6733880,no
79080,RG,SRR8380711_IsleRoyale,chr1,106139379,106249799,110421,347,91.9,6844301,no
78744,RG,SRR8380711_IsleRoyale,chr17,21325593,21436064,110472,388,91.5,6954773,no
79430,RG,SRR8380711_IsleRoyale,chr24,36324516,36435132,110617,844,94.9,7065390,no
79176,RG,SRR8380711_IsleRoyale,chr20,53091678,53202362,110685,911,79.7,7176075,no
80125,RG,SRR8380711_IsleRoyale,chr34,1677879,1788596,110718,738,93.5,7286793,no
79941,RG,SRR8380711_IsleRoyale,chr30,19049223,19159978,110756,615,92.9,7397549,no
78891,RG,SRR8380711_IsleRoyale,chr18,53308748,53419606,110859,895,94.8,7508408,no
80959,RG,SRR8380711_IsleRoyale,chr9,43188739,43299833,111095,661,94.9,7619503,no
80508,RG,SRR8380711_IsleRoyale,chr4,12278822,12390019,111198,839,97,7730701,no
79756,RG,SRR8380711_IsleRoyale,chr29,4872999,4984238,111240,984,95.2,7841941,no
79479,RG,SRR8380711_IsleRoyale,chr25,29250639,29361976,111338,1045,96.4,7953279,no
79142,RG,SRR8380711_IsleRoyale,chr20,31026151,31137546,111396,958,87.1,8064675,no
79062,RG,SRR8380711_IsleRoyale,chr1,94443067,94554488,111422,902,91.7,8176097,no
79842,RG,SRR8380711_IsleRoyale,chr2,18064132,18175588,111457,658,94.4,8287554,no
78708,RG,SRR8380711_IsleRoyale,chr16,47308210,47420170,111961,997,94.3,8399515,no
79417,RG,SRR8380711_IsleRoyale,chr24,27903712,28015754,112043,864,95.8,8511558,no
78854,RG,SRR8380711_IsleRoyale,chr18,34492729,34604791,112063,476,65,8623621,no
79639,RG,SRR8380711_IsleRoyale,chr27,27005757,27117931,112175,712,94.4,8735796,no
80253,RG,SRR8380711_IsleRoyale,chr35,23107311,23219613,112303,1141,95.5,8848099,no
79084,RG,SRR8380711_IsleRoyale,chr1,110938489,111050959,112471,877,96.3,8960570,no
80441,RG,SRR8380711_IsleRoyale,chr3,34103414,34216119,112706,892,93.6,9073276,no
78819,RG,SRR8380711_IsleRoyale,chr18,16062083,16174840,112758,527,92.9,9186034,no
78396,RG,SRR8380711_IsleRoyale,chr12,7564955,7678161,113207,677,93,9299241,no
79841,RG,SRR8380711_IsleRoyale,chr2,17878648,17991999,113352,554,82.5,9412593,no
79183,RG,SRR8380711_IsleRoyale,chr20,56511378,56624769,113392,695,93.3,9525985,no
80509,RG,SRR8380711_IsleRoyale,chr4,13508979,13622379,113401,739,93.8,9639386,no
78561,RG,SRR8380711_IsleRoyale,chr14,49958343,50071753,113411,929,95.2,9752797,no
79748,RG,SRR8380711_IsleRoyale,chr29,685438,798859,113422,673,94.8,9866219,no
80850,RG,SRR8380711_IsleRoyale,chr8,45059344,45172878,113535,640,91.9,9979754,no
78406,RG,SRR8380711_IsleRoyale,chr12,9692788,9806701,113914,913,88.4,10093668,no
78312,RG,SRR8380711_IsleRoyale,chr11,22701763,22816134,114372,581,84.1,10208040,no
78872,RG,SRR8380711_IsleRoyale,chr18,42675185,42789626,114442,564,89.2,10322482,no
80305,RG,SRR8380711_IsleRoyale,chr36,28271146,28385877,114732,1177,96.2,10437214,no
78403,RG,SRR8380711_IsleRoyale,chr12,8802654,8917599,114946,890,94.8,10552160,no
79961,RG,SRR8380711_IsleRoyale,chr30,30657335,30772291,114957,631,90.2,10667117,no
78991,RG,SRR8380711_IsleRoyale,chr1,22102078,22217236,115159,964,89.3,10782276,no
79757,RG,SRR8380711_IsleRoyale,chr29,5222878,5338064,115187,1184,73.6,10897463,no
78444,RG,SRR8380711_IsleRoyale,chr12,33143686,33258918,115233,594,67.9,11012696,no
78328,RG,SRR8380711_IsleRoyale,chr11,32653354,32768836,115483,903,83.5,11128179,no
80263,RG,SRR8380711_IsleRoyale,chr36,549370,665053,115684,800,92.6,11243863,no
79073,RG,SRR8380711_IsleRoyale,chr1,99827383,99943149,115767,321,83.7,11359630,no
79887,RG,SRR8380711_IsleRoyale,chr2,58641427,58757231,115805,768,95.5,11475435,no
80833,RG,SRR8380711_IsleRoyale,chr8,28071758,28187568,115811,665,88.5,11591246,no
79228,RG,SRR8380711_IsleRoyale,chr22,8210395,8326602,116208,657,78.9,11707454,no
80628,RG,SRR8380711_IsleRoyale,chr6,21239274,21355486,116213,336,87.5,11823667,no
79496,RG,SRR8380711_IsleRoyale,chr25,43147346,43263616,116271,903,94.8,11939938,no
79921,RG,SRR8380711_IsleRoyale,chr30,5444309,5560707,116399,412,87.9,12056337,no
78884,RG,SRR8380711_IsleRoyale,chr18,50775558,50892038,116481,531,91.1,12172818,no
79020,RG,SRR8380711_IsleRoyale,chr1,38785498,38902241,116744,843,94.6,12289562,no
80404,RG,SRR8380711_IsleRoyale,chr3,14423631,14540596,116966,944,94.9,12406528,no
80778,RG,SRR8380711_IsleRoyale,chr7,42418655,42535700,117046,392,87.2,12523574,no
79299,RG,SRR8380711_IsleRoyale,chr22,51608263,51725399,117137,1027,96.4,12640711,no
79398,RG,SRR8380711_IsleRoyale,chr24,10880493,10997800,117308,850,94.5,12758019,no
78786,RG,SRR8380711_IsleRoyale,chr17,59587951,59705313,117363,694,94.8,12875382,no
78554,RG,SRR8380711_IsleRoyale,chr14,39960333,40077753,117421,615,88.3,12992803,no
79958,RG,SRR8380711_IsleRoyale,chr30,29670945,29788390,117446,838,93.9,13110249,no
79343,RG,SRR8380711_IsleRoyale,chr23,23770602,23888101,117500,851,84.1,13227749,no
79740,RG,SRR8380711_IsleRoyale,chr28,38938045,39055700,117656,1903,97.5,13345405,no
80375,RG,SRR8380711_IsleRoyale,chr38,21823095,21941282,118188,1007,93.9,13463593,no
80758,RG,SRR8380711_IsleRoyale,chr7,31628058,31746309,118252,861,91.5,13581845,no
78619,RG,SRR8380711_IsleRoyale,chr15,51152055,51270328,118274,942,96.1,13700119,no
78729,RG,SRR8380711_IsleRoyale,chr17,10310246,10428548,118303,718,92.7,13818422,no
80205,RG,SRR8380711_IsleRoyale,chr35,1928686,2047085,118400,1003,95.4,13936822,no
79763,RG,SRR8380711_IsleRoyale,chr29,7491337,7609770,118434,621,95.8,14055256,no
80020,RG,SRR8380711_IsleRoyale,chr32,3547459,3666011,118553,885,91.4,14173809,no
80318,RG,SRR8380711_IsleRoyale,chr37,6407721,6526586,118866,956,96,14292675,no
78790,RG,SRR8380711_IsleRoyale,chr17,60634510,60753560,119051,615,93.6,14411726,no
80105,RG,SRR8380711_IsleRoyale,chr33,20183255,20302499,119245,945,91.7,14530971,no
78553,RG,SRR8380711_IsleRoyale,chr14,39309963,39429466,119504,923,91.1,14650475,no
79512,RG,SRR8380711_IsleRoyale,chr26,2778326,2897830,119505,1166,96.1,14769980,no
79227,RG,SRR8380711_IsleRoyale,chr22,8015207,8134772,119566,544,87.3,14889546,no
80662,RG,SRR8380711_IsleRoyale,chr6,50382153,50501912,119760,932,95.9,15009306,no
80510,RG,SRR8380711_IsleRoyale,chr4,13800927,13920827,119901,661,95.2,15129207,no
79261,RG,SRR8380711_IsleRoyale,chr22,29038817,29158735,119919,639,92.2,15249126,no
79369,RG,SRR8380711_IsleRoyale,chr23,44653183,44773282,120100,1080,95.7,15369226,no
80092,RG,SRR8380711_IsleRoyale,chr33,13723527,13843798,120272,880,95.5,15489498,no
79817,RG,SRR8380711_IsleRoyale,chr29,37693505,37814102,120598,1017,95.9,15610096,no
80599,RG,SRR8380711_IsleRoyale,chr6,8979692,9100664,120973,674,94.6,15731069,no
80782,RG,SRR8380711_IsleRoyale,chr7,44974124,45095096,120973,554,89.9,15852042,no
78261,RG,SRR8380711_IsleRoyale,chr10,49926351,50047564,121214,575,94.9,15973256,no
79309,RG,SRR8380711_IsleRoyale,chr22,57067224,57188458,121235,1233,97,16094491,no
79205,RG,SRR8380711_IsleRoyale,chr21,23008091,23129617,121527,750,94.4,16216018,no
80384,RG,SRR8380711_IsleRoyale,chr3,4839911,4961825,121915,736,87.8,16337933,no
79480,RG,SRR8380711_IsleRoyale,chr25,29416217,29538159,121943,707,94.9,16459876,no
80819,RG,SRR8380711_IsleRoyale,chr8,17530072,17652093,122022,678,93.9,16581898,no
79944,RG,SRR8380711_IsleRoyale,chr30,19885900,20008016,122117,935,91.9,16704015,no
78280,RG,SRR8380711_IsleRoyale,chr10,60456525,60579467,122943,252,76.1,16826958,no
78462,RG,SRR8380711_IsleRoyale,chr12,47798752,47921723,122972,445,86.8,16949930,no
79003,RG,SRR8380711_IsleRoyale,chr1,26231072,26354088,123017,929,86.7,17072947,no
78987,RG,SRR8380711_IsleRoyale,chr1,19685328,19808891,123564,754,95.3,17196511,no
78631,RG,SRR8380711_IsleRoyale,chr15,55795594,55919288,123695,727,90.2,17320206,no
79910,RG,SRR8380711_IsleRoyale,chr2,71527081,71650818,123738,704,95,17443944,no
80319,RG,SRR8380711_IsleRoyale,chr37,6916412,7040157,123746,924,93.8,17567690,no
80206,RG,SRR8380711_IsleRoyale,chr35,2352463,2476832,124370,708,88.9,17692060,no
79289,RG,SRR8380711_IsleRoyale,chr22,43601197,43725597,124401,773,94.2,17816461,no
78901,RG,SRR8380711_IsleRoyale,chr19,5377349,5501821,124473,777,94,17940934,no
79522,RG,SRR8380711_IsleRoyale,chr26,5011447,5136063,124617,787,95,18065551,no
79955,RG,SRR8380711_IsleRoyale,chr30,27514380,27639584,125205,1383,96.9,18190756,no
79092,RG,SRR8380711_IsleRoyale,chr1,113311028,113436435,125408,572,91.4,18316164,no
79381,RG,SRR8380711_IsleRoyale,chr23,50777384,50902973,125590,1363,95.7,18441754,no
79872,RG,SRR8380711_IsleRoyale,chr2,51448551,51574649,126099,549,79.1,18567853,no
80829,RG,SRR8380711_IsleRoyale,chr8,24682890,24809068,126179,1121,95.2,18694032,no
79937,RG,SRR8380711_IsleRoyale,chr30,16499853,16626151,126299,564,90.5,18820331,no
79182,RG,SRR8380711_IsleRoyale,chr20,55536409,55662807,126399,1099,95.8,18946730,no
80767,RG,SRR8380711_IsleRoyale,chr7,35918344,36044974,126631,524,94.6,19073361,no
80651,RG,SRR8380711_IsleRoyale,chr6,43298638,43425547,126910,728,94,19200271,no
79850,RG,SRR8380711_IsleRoyale,chr2,25960246,26087188,126943,985,95,19327214,no
78704,RG,SRR8380711_IsleRoyale,chr16,36708501,36835464,126964,776,94.6,19454178,no
78465,RG,SRR8380711_IsleRoyale,chr12,49804275,49931860,127586,607,93.7,19581764,no
79472,RG,SRR8380711_IsleRoyale,chr25,24217727,24346156,128430,813,95,19710194,no
78700,RG,SRR8380711_IsleRoyale,chr16,34871440,35000336,128897,328,58.4,19839091,no
79471,RG,SRR8380711_IsleRoyale,chr25,23712636,23841568,128933,898,95.3,19968024,no
80960,RG,SRR8380711_IsleRoyale,chr9,43409798,43538877,129080,448,86.5,20097104,no
80666,RG,SRR8380711_IsleRoyale,chr6,51644685,51774324,129640,619,95.3,20226744,no
80226,RG,SRR8380711_IsleRoyale,chr35,11602097,11731965,129869,695,94.2,20356613,no
80634,RG,SRR8380711_IsleRoyale,chr6,27977309,28107651,130343,1000,90.2,20486956,no
80629,RG,SRR8380711_IsleRoyale,chr6,21564429,21694785,130357,1134,90.6,20617313,no
78765,RG,SRR8380711_IsleRoyale,chr17,33069921,33200907,130987,1056,95.7,20748300,no
79396,RG,SRR8380711_IsleRoyale,chr24,9493892,9625189,131298,930,95.7,20879598,no
78257,RG,SRR8380711_IsleRoyale,chr10,16423487,16554801,131315,1148,96.2,21010913,no
79086,RG,SRR8380711_IsleRoyale,chr1,111361206,111492576,131371,967,88.7,21142284,no
78598,RG,SRR8380711_IsleRoyale,chr15,39490057,39621648,131592,504,90.4,21273876,no
79457,RG,SRR8380711_IsleRoyale,chr25,9911023,10042655,131633,1109,96,21405509,no
80932,RG,SRR8380711_IsleRoyale,chr9,22857363,22989387,132025,433,86.7,21537534,no
80446,RG,SRR8380711_IsleRoyale,chr3,38297715,38429827,132113,924,93.3,21669647,no
78934,RG,SRR8380711_IsleRoyale,chr19,21116549,21249023,132475,1246,95.2,21802122,no
79028,RG,SRR8380711_IsleRoyale,chr1,42163555,42296200,132646,618,94.8,21934768,no
78785,RG,SRR8380711_IsleRoyale,chr17,59271330,59404088,132759,451,90.3,22067527,no
80809,RG,SRR8380711_IsleRoyale,chr8,8564404,8697331,132928,857,91.5,22200455,no
79118,RG,SRR8380711_IsleRoyale,chr20,9163933,9297102,133170,811,95.8,22333625,no
78507,RG,SRR8380711_IsleRoyale,chr14,11359071,11492561,133491,945,95.6,22467116,no
79686,RG,SRR8380711_IsleRoyale,chr28,10385462,10519438,133977,1132,92.9,22601093,no
79032,RG,SRR8380711_IsleRoyale,chr1,44231879,44365939,134061,1045,95.3,22735154,no
80975,RG,SRR8380711_IsleRoyale,chr9,49410356,49544475,134120,744,96.6,22869274,no
78923,RG,SRR8380711_IsleRoyale,chr19,14788717,14923066,134350,948,92.7,23003624,no
78841,RG,SRR8380711_IsleRoyale,chr18,25318646,25453870,135225,926,90.2,23138849,no
79265,RG,SRR8380711_IsleRoyale,chr22,31064988,31200927,135940,789,92.9,23274789,no
80626,RG,SRR8380711_IsleRoyale,chr6,19867606,20003590,135985,959,95.9,23410774,no
78687,RG,SRR8380711_IsleRoyale,chr16,23604840,23741389,136550,382,90.6,23547324,no
80942,RG,SRR8380711_IsleRoyale,chr9,31213165,31350605,137441,647,93.9,23684765,no
79461,RG,SRR8380711_IsleRoyale,chr25,17774002,17912165,138164,714,91.4,23822929,no
80400,RG,SRR8380711_IsleRoyale,chr3,13088533,13227266,138734,929,95.2,23961663,no
80316,RG,SRR8380711_IsleRoyale,chr37,3663322,3802540,139219,1252,96.6,24100882,no
79902,RG,SRR8380711_IsleRoyale,chr2,68847642,68987311,139670,685,94.9,24240552,no
79087,RG,SRR8380711_IsleRoyale,chr1,111627098,111767521,140424,947,95.1,24380976,no
78869,RG,SRR8380711_IsleRoyale,chr18,41203740,41344234,140495,1878,97.5,24521471,no
79924,RG,SRR8380711_IsleRoyale,chr30,6983807,7124926,141120,676,93.2,24662591,no
80564,RG,SRR8380711_IsleRoyale,chr5,105048,246743,141696,569,93.1,24804287,no
79611,RG,SRR8380711_IsleRoyale,chr27,8579544,8721258,141715,936,93.2,24946002,no
78515,RG,SRR8380711_IsleRoyale,chr14,14886455,15028244,141790,977,96.3,25087792,no
78858,RG,SRR8380711_IsleRoyale,chr18,35881071,36023425,142355,818,96.1,25230147,no
80687,RG,SRR8380711_IsleRoyale,chr6,59543018,59685437,142420,619,85,25372567,no
78768,RG,SRR8380711_IsleRoyale,chr17,33795200,33937664,142465,545,89.7,25515032,no
78503,RG,SRR8380711_IsleRoyale,chr14,8722182,8864870,142689,482,91.1,25657721,no
80769,RG,SRR8380711_IsleRoyale,chr7,37280306,37423365,143060,484,92.3,25800781,no
78894,RG,SRR8380711_IsleRoyale,chr18,54324139,54467319,143181,1462,97.2,25943962,no
80102,RG,SRR8380711_IsleRoyale,chr33,18567094,18710308,143215,768,95.5,26087177,no
80321,RG,SRR8380711_IsleRoyale,chr37,10523187,10666441,143255,766,85.6,26230432,no
78320,RG,SRR8380711_IsleRoyale,chr11,26111904,26255390,143487,623,93.5,26373919,no
80591,RG,SRR8380711_IsleRoyale,chr6,4169584,4313232,143649,812,79.9,26517568,no
78760,RG,SRR8380711_IsleRoyale,chr17,29220542,29364263,143722,683,94.4,26661290,no
80877,RG,SRR8380711_IsleRoyale,chr8,56125410,56269441,144032,1461,96.4,26805322,no
80961,RG,SRR8380711_IsleRoyale,chr9,43979050,44123529,144480,652,90.4,26949802,no
80466,RG,SRR8380711_IsleRoyale,chr3,54838014,54982545,144532,566,94.2,27094334,no
80812,RG,SRR8380711_IsleRoyale,chr8,10347266,10491821,144556,594,73.1,27238890,no
80844,RG,SRR8380711_IsleRoyale,chr8,43196148,43340773,144626,910,95.9,27383516,no
80304,RG,SRR8380711_IsleRoyale,chr36,27990843,28135750,144908,1505,95,27528424,no
79031,RG,SRR8380711_IsleRoyale,chr1,43861429,44006516,145088,900,95.5,27673512,no
78327,RG,SRR8380711_IsleRoyale,chr11,29675483,29820769,145287,949,93.4,27818799,no
79671,RG,SRR8380711_IsleRoyale,chr28,2601612,2747287,145676,1211,96,27964475,no
80770,RG,SRR8380711_IsleRoyale,chr7,38275120,38420832,145713,778,94,28110188,no
78581,RG,SRR8380711_IsleRoyale,chr15,463,146684,146222,1180,90.8,28256410,no
78899,RG,SRR8380711_IsleRoyale,chr19,4058552,4205052,146501,816,93,28402911,no
79123,RG,SRR8380711_IsleRoyale,chr20,11470897,11617518,146622,1054,96.4,28549533,no
78871,RG,SRR8380711_IsleRoyale,chr18,42408715,42555980,147266,811,89.3,28696799,no
80207,RG,SRR8380711_IsleRoyale,chr35,2867993,3015277,147285,1180,92.2,28844084,no
79198,RG,SRR8380711_IsleRoyale,chr21,20276916,20424280,147365,750,93.4,28991449,no
78906,RG,SRR8380711_IsleRoyale,chr19,9083198,9230597,147400,1300,96.9,29138849,no
79264,RG,SRR8380711_IsleRoyale,chr22,30450318,30598322,148005,861,95,29286854,no
79826,RG,SRR8380711_IsleRoyale,chr2,3648112,3796272,148161,562,94.5,29435015,no
80919,RG,SRR8380711_IsleRoyale,chr9,4559073,4707617,148545,652,93.4,29583560,no
80897,RG,SRR8380711_IsleRoyale,chr8,65145892,65294609,148718,1035,91.2,29732278,no
80504,RG,SRR8380711_IsleRoyale,chr4,10586163,10734962,148800,684,93,29881078,no
80632,RG,SRR8380711_IsleRoyale,chr6,24459844,24608736,148893,523,89.5,30029971,no
79875,RG,SRR8380711_IsleRoyale,chr2,52476493,52625475,148983,927,89,30178954,no
79950,RG,SRR8380711_IsleRoyale,chr30,25012563,25162554,149992,782,92.1,30328946,no
80451,RG,SRR8380711_IsleRoyale,chr3,43529930,43680127,150198,972,95,30479144,no
80670,RG,SRR8380711_IsleRoyale,chr6,52798180,52948458,150279,736,93.9,30629423,no
80394,RG,SRR8380711_IsleRoyale,chr3,10531418,10681809,150392,1182,93.1,30779815,no
79771,RG,SRR8380711_IsleRoyale,chr29,10882820,11033504,150685,976,96.2,30930500,no
79832,RG,SRR8380711_IsleRoyale,chr2,7578399,7729181,150783,827,89,31081283,no
80147,RG,SRR8380711_IsleRoyale,chr34,10932240,11083100,150861,1642,97.3,31232144,no
79596,RG,SRR8380711_IsleRoyale,chr27,1571015,1722030,151016,809,95.4,31383160,no
80491,RG,SRR8380711_IsleRoyale,chr4,2021097,2172180,151084,542,90.3,31534244,no
80756,RG,SRR8380711_IsleRoyale,chr7,30545873,30696979,151107,799,94.6,31685351,no
80949,RG,SRR8380711_IsleRoyale,chr9,37940280,38091624,151345,707,93.4,31836696,no
80500,RG,SRR8380711_IsleRoyale,chr4,9298059,9450275,152217,897,93.5,31988913,no
78932,RG,SRR8380711_IsleRoyale,chr19,20443856,20596074,152219,886,91,32141132,no
78365,RG,SRR8380711_IsleRoyale,chr11,64142483,64294814,152332,842,95,32293464,no
78692,RG,SRR8380711_IsleRoyale,chr16,27105668,27258746,153079,458,91,32446543,no
80357,RG,SRR8380711_IsleRoyale,chr38,13615259,13768439,153181,1373,97,32599724,no
79920,RG,SRR8380711_IsleRoyale,chr30,4414763,4568534,153772,538,68.5,32753496,no
78356,RG,SRR8380711_IsleRoyale,chr11,56884139,57037958,153820,696,94.6,32907316,no
80615,RG,SRR8380711_IsleRoyale,chr6,14501194,14655915,154722,877,95.6,33062038,no
79326,RG,SRR8380711_IsleRoyale,chr23,7082045,7237040,154996,1235,95.7,33217034,no
78409,RG,SRR8380711_IsleRoyale,chr12,12429001,12584326,155326,810,95.4,33372360,no
79755,RG,SRR8380711_IsleRoyale,chr29,3707506,3862993,155488,972,96.2,33527848,no
79393,RG,SRR8380711_IsleRoyale,chr24,7634003,7789786,155784,1124,92.8,33683632,no
78321,RG,SRR8380711_IsleRoyale,chr11,27058363,27214289,155927,1061,95.9,33839559,no
78756,RG,SRR8380711_IsleRoyale,chr17,28075836,28232045,156210,1165,96.2,33995769,no
78821,RG,SRR8380711_IsleRoyale,chr18,17019069,17175368,156300,1113,96.3,34152069,no
78431,RG,SRR8380711_IsleRoyale,chr12,25716068,25872433,156366,1346,96.4,34308435,no
78559,RG,SRR8380711_IsleRoyale,chr14,47362533,47519549,157017,835,91.2,34465452,no
79829,RG,SRR8380711_IsleRoyale,chr2,6766114,6923299,157186,405,91.6,34622638,no
78926,RG,SRR8380711_IsleRoyale,chr19,16338557,16496545,157989,782,94,34780627,no
79570,RG,SRR8380711_IsleRoyale,chr26,27137082,27295312,158231,1549,97.4,34938858,no
79852,RG,SRR8380711_IsleRoyale,chr2,27081885,27240311,158427,1096,95.2,35097285,no
79290,RG,SRR8380711_IsleRoyale,chr22,46042951,46201394,158444,1421,95.5,35255729,no
79758,RG,SRR8380711_IsleRoyale,chr29,5377980,5536515,158536,1046,92.2,35414265,no
79954,RG,SRR8380711_IsleRoyale,chr30,27092851,27251509,158659,1274,96.3,35572924,no
79870,RG,SRR8380711_IsleRoyale,chr2,50096124,50255766,159643,1220,96.1,35732567,no
78617,RG,SRR8380711_IsleRoyale,chr15,49374359,49534004,159646,1201,96.9,35892213,no
79588,RG,SRR8380711_IsleRoyale,chr26,35613963,35774137,160175,1995,97.6,36052388,no
80974,RG,SRR8380711_IsleRoyale,chr9,49026114,49186876,160763,1026,95.6,36213151,no
78615,RG,SRR8380711_IsleRoyale,chr15,48783323,48944278,160956,568,87.4,36374107,no
78597,RG,SRR8380711_IsleRoyale,chr15,38791201,38952733,161533,737,85.8,36535640,no
80505,RG,SRR8380711_IsleRoyale,chr4,10894536,11056765,162230,461,78.4,36697870,no
80680,RG,SRR8380711_IsleRoyale,chr6,57418596,57580958,162363,662,91.5,36860233,no
80768,RG,SRR8380711_IsleRoyale,chr7,36698076,36860439,162364,1084,84.6,37022597,no
80582,RG,SRR8380711_IsleRoyale,chr5,63018640,63181029,162390,1039,95.5,37184987,no
80944,RG,SRR8380711_IsleRoyale,chr9,33565936,33728765,162830,882,93.9,37347817,no
78855,RG,SRR8380711_IsleRoyale,chr18,34805856,34968921,163066,824,95.2,37510883,no
79945,RG,SRR8380711_IsleRoyale,chr30,20199862,20362944,163083,1128,94.7,37673966,no
80946,RG,SRR8380711_IsleRoyale,chr9,34020390,34183608,163219,779,81.9,37837185,no
80129,RG,SRR8380711_IsleRoyale,chr34,2426122,2589702,163581,908,92.3,38000766,no
80472,RG,SRR8380711_IsleRoyale,chr3,61956967,62120709,163743,595,85,38164509,no
80274,RG,SRR8380711_IsleRoyale,chr36,5385371,5549205,163835,640,83.7,38328344,no
79038,RG,SRR8380711_IsleRoyale,chr1,74822027,74986079,164053,1200,95.4,38492397,no
80777,RG,SRR8380711_IsleRoyale,chr7,41710767,41874913,164147,609,90.8,38656544,no
79200,RG,SRR8380711_IsleRoyale,chr21,20703405,20867646,164242,781,95.3,38820786,no
79302,RG,SRR8380711_IsleRoyale,chr22,52938341,53103169,164829,1357,96,38985615,no
79769,RG,SRR8380711_IsleRoyale,chr29,10404331,10569590,165260,1304,95.5,39150875,no
79790,RG,SRR8380711_IsleRoyale,chr29,21308885,21474439,165555,1111,96.3,39316430,no
